+--------------------+---------------+--------------+----------+------------------+------+------+------+-----------------+------------+
|             country|poverty_percent|gdp_per_capita|population|years_of_education|   sex|height|weight|            sport|TieneMedalla|
|              Poland|    0.004540368|       24838.0|  37989218|              12.2|  male|  1.81| 104.0|    weightlifting|           0|
|                Iran|      0.3843361|       16783.0|  79563991|               9.8|  male|  1.92| 170.0|    weightlifting|           0|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.74|  84.0|    weightlifting|           0|
|              France|     0.05812588|       37124.0|  64667590|              11.5|  male|  1.63|  69.0|    weightlifting|           0|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.73|  77.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.78|  74.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.81|  81.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|   1.8|  77.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.92|  88.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.85|  75.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.89|  88.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.83|  77.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|   1.9|  85.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.78|  73.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.85|  74.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.86|  79.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.77|  82.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|   1.8|  76.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.75|  75.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.78|  70.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.82|  76.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.74|  69.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.86|  91.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.78|  74.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.74|  73.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|   1.8|  80.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.86|  83.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.81|  78.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.86|  82.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.77|  74.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.88|  88.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.72|  75.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.79|  79.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.84|  83.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.75|  64.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.87|  80.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.76|  74.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.78|  72.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.77|  74.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|   1.9|  89.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|   1.8|  76.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.93|  95.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.85|  77.0|           hockey|           1|
|           Argentina|       1.070877|       18875.0|  43508459|             10.95|  male|  1.74|  75.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.75|  74.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.87|  84.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.74|  70.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.72|  71.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|   1.8|  76.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.86|  87.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.83|  81.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|  1.84|  81.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|  male|  1.85|  85.0|           hockey|           1|
|             Belgium|     0.05981615|       38766.0|  11354407|              11.8|  male|   1.8|  78.0|           hockey|           1|
|      United Kingdom|      0.2052228|       37334.0|  66297944|              12.9|female|  1.67|  56.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|   1.7|  58.0|           hockey|           1|
|             Germany|            0.0|       44689.0|  82193770|              14.1|female|  1.73|  61.0|           hockey|           1|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|female|   1.8|  69.0|           hockey|           1|
|         Netherlands|     0.04591711|       45600.0|  16981285|              12.1|female|   1.7|  56.0|           hockey|           1|
